date,tower,room,affected_system,time_reported,time_resolved,problem,action,recommendation,status,attended_by,time
09/05/15,TBM MW,711,Internet,7:30pm,8pm,guest interne internet problem ON and Off,Setup another  AP w/ IP Add 100.0.100.202 ssid BELLEVUE. Turned Off original AP located at TV. Internet connection become stable.,,Alert on Opera once checkout by FO Raymond,Mark Ruaya,11:07:42 PM
09/05/15,TBM TW,1928,Internet,10:10pm,10:20pm,Guest internet concern.,Guest no problem on Internet connection. she just asking some question regarding pictures from MMS on how to send to his friend. Advised to copy on messager.,,done,Mark Ruaya,11:10:05 PM
09/05/15,TBM TW,1633,Internet,10:30pm,10:40pm,Guest internet problem as per GSC,"Upon checking on guest room, guest already managed to connect to the internet.",,done,Mark Ruaya,11:11:19 PM
09/05/15,TBM TW,1430,Internet,10:45pm,11pm,Guest AP problem. Sir John pulled out the AP for reconfiguration.,Setup reconfigured AP on TV. Test internet connection with 2 guest dev was successful,,done,Mark Ruaya,11:13:44 PM
09/05/15,TBM MW,1601,Internet,9pm,,Guest requested to FO Marvin to bypass the access code of his 2 dev. he dont like to keyin his password every day.,Detected 2 dev Mac for Guest room 1601. Expiry date on Jan 31 2016,,done,Mark Ruaya,11:15:53 PM
09/06/15,TBM MW,813,Internet,8:10pm,8:20pm,slow wifi connection,"Reset the wifi manually due to it cant access at wifi monitoring due to router hangup, after reset wifi connection become stable",,Work already done,Rommel Sardoma,11:46:04 PM
09/06/15,TBM TW,625,Internet,02:30 pm,02:40 pm,Ms. Fredda reported lobat on door access lock. with Guest,"Replace Battery and Cassette on door accesslock, retrieved event logs to check for correct room, test Guest Keycard was successful.",,Accesslock functional.,John Pacion,06:40:15 PM
09/07/15,TBM MW,1502,Internet,3:30 pm,3:45 pm,Guest cannot connect to internet since 1am this morning (New Guest)..foreigner,"Orient guest howe to connect to WIFI and how to enter user password , internet on wifi wa enable on his laptop, also advised can used LAN cable present on guest table drawer.",,internet is enabled on guest devices.,John Pacion,07:25:20 PM
09/05/15,TBM TW,833,Internet,10:30 am,10:45 am,Guest complained 2 device wot connect to WIFI,"Assist Guest on isolating problem, found out getting worng IP address on 2 devices due to Rouge AP,temporarily allocated static IP for guest device to connect, internet was enabled.",,Guest device was connected to the internet. ,John Pacion,06:51:42 PM
09/05/15,TBM MW,1206,Internet,10:45 am,11:00 am,Guest reported Weak signal on WIFI inside room.,"Reboot guest AP from monitoring PC and went to guest room, Guest advised internet was already ok, no assistance needed.",,internet was enabled.,John Pacion,06:56:32 PM
09/09/15,TBM MW,806,Internet,6:30pm,6:35pm,guest internet problem.,Found guest AP monitored down. Reset AP in the room assist guest on how to login the user id and password. Login was successful,,done,Mark Ruaya,12:07:21 AM
09/09/15,TBM TW,623,Internet,7:50pm,7:55pm,Guest internet problem due to slow internet connection,Reset AP via remote access. calledup guest thru GSC. ,,done no feedback from guest.,Mark Ruaya,12:11:31 AM
09/09/15,TBM MW,709,Internet,9:40pm,9:45pm,guest internet access code sharing limit exceeded.,reset access code. Advised Guest thru GSC to login again.,,done,Mark Ruaya,12:12:47 AM
09/11/15,BHOTEL,311,Internet,10:00pm,,Billy of eng calledup regarding guest laptop stockup on start up w/ windows error windows\system32\cmd.exe,"Tried rebooting several time and some procedures from the net but still not working. Advised Guest since his laptop is company laptop, he need to report to thier company IT for instruction.",,done. Guest understand our statution that we are not allowed to make changes on his laptop unless it is internet problem.,Mark Ruaya,12:42:11 AM
09/13/15,TBM TW,1621,Internet,11:40am,11:45am,guest internet problem wrong user and password Internet Access code.,Gave guest internet access code user name and password.,,done,Mark Ruaya,08:46:48 PM
09/13/15,TBM MW,1601,Internet,4pm,4:05pm,guest internet no login page.,"Reset AP thru remote access. Guest dont want to go in his room, as per guest he got connected and successfully login. But no login found out antlabs.",,Waiting for guest to call again.,Mark Ruaya,08:48:49 PM
09/13/15,TBM MW,902,Internet,5pm,,Guest Internet assistance.,Guest iphone 5 could not release the ip add. Input static ip add to reset the currrent ip on his device. Removed IP and the login page popup.,,Guest successfully login using his access code.,Mark Ruaya,08:51:07 PM
09/13/15,TBM MW,1002,Internet,7pm,,guest internet problem slow internet.,reset AP via remote access. Call guest thru GSC,,No feedbackup from guest.,Mark Ruaya,08:52:07 PM
09/13/15,TBM TW,735,Vingcard,2pm,,RA calledup low bat indicated on Access Door.,Replaced Batt and reprogram the door Access. Test using my Access Card ok.,,done. Report to RA and Ms. Anne of HK,Mark Ruaya,08:54:54 PM
09/14/15,TBM MW,710,Internet,7pm,7:10pm,Guest internet problem no login page.,Fount out guest AP could not access via remote access. Went to Guest room but upon checking guest already managed to connect to the internet and he dont to me to check the AP inside the room. ,,Waiting for guest to call again.,Mark Ruaya,07:54:16 PM
09/16/15,TBM MW,1416,Internet,8:08pm,8:18pm,no login page,"reset the wifi manually at the guest room, after reset advice the guest to reconnect at wifi and it was ok",,Guest Satisfy Already,Rommel Sardoma,01:22:58 AM
09/16/15,TBM MW,735,Vingcard,9:32pm,9:42pm,all room key not working,"Get the eventlog of lockset and found out wrong time, correct the lockset time and after correct test all room key and it was ok",,Work done,Rommel Sardoma,01:24:22 AM
09/16/15,TBM MW,703,Internet,3pm,,Guest Internet connection problem no internet.,Upon checking guest managed to connect to the internet. no need for assistance.,,done,Mark Ruaya,08:11:29 PM
09/16/15,TBM TW,833,Internet,10:20pm,10:30pm,no wifi connection,reset the wifi router manually and after reset advice the guest to connect again at wifi,,wifi already ok,Rommel Sardoma,11:56:39 PM
09/15/15,TBM TW,1221,Internet,10:00 am,10:15 am,Guest reported week signal inside room,"Rebooted WIFI and refresh guest connection on device, internet was restored.",,internet was stable.,John Pacion,10:52:17 AM
09/15/15,TBM TW,1636,Internet,09:45 am,10:00 am,As advised by Ms. Lex Mr. Orstman will checkin today for setup of 2nd AP,"Setup Backup TPLINK AP  (100.0.100.203) on Living Room Area, Bedroom AP still active, tested on both SSID, advised Ms. Lext to login to Opera checkout will on Sept. 18,2015",,Internet tested and enabled,John Pacion,12:20:48 PM
09/15/15,TBM TW,2027,Internet,10:15 am,10:30 am,Guest reported Weak WIFI inside room.,"Upon checking TPLINK AP at the back of TV LAN cable was disconnected,reconnected on LAN port of AP, and test internet connection was successful.",,Internet enabled inside room.,John Pacion,12:23:44 PM
09/18/15,TBM MW,710,Internet,7pm,7;15pm,Guest internet problem.,"Reset AP due to hangup. Test internet connection on guest dev ok., guest re connected to the internet",,done,Mark Ruaya,12:14:48 AM
09/18/15,TBM TW,1533,Vingcard,11:54 am,12:00 am,"As reported by RA supervisor Jessie, accesslock on door was already lobat during room inspection guest for arrival.","Replaced battery and Casette and check door acesslock event log for proper room number allocation,tested working",,accesslock functional.,John Pacion,06:53:36 PM
09/18/15,TBM TW,1721,Vingcard,02:38 pm,02:45 pm,As reported by Fredda-HSKPNG coordinator accesslock was lowbat reported by RA.,"Replace Battery and cassette and check event logs for proper room number,tested with RFID card was successful.",,accesslock functional,John Pacion,07:01:25 PM
09/19/15,TBM MW,833,Internet,10am,10:20am,guest complaining no internet connection on his room.,Foundout AP was ON but no link. Setup new AP (backup) 100.0.100.202 ssid BELLEVUE test internet ok.,,done,Mark Ruaya,05:23:55 PM
09/20/15,TBM TW,1736,Internet,08:30 am,08:45 am,As advised by  Ms. Lex -FO. Mr. Ortsman - VIP guest will return back to stay for a few days.,"Install TPLINK AP with IPADD: 100.0.100.204 - tested connection on SSID: BELLEVUE, log by Ms. Lex on Opera, pullout old linksys AP from back of living room TV",,WIFI enabled on both rooms.,John Pacion,05:17:18 PM
09/20/15,TBM TW,609,Internet,08:56 am,09:10 am,"Guest reported weak wifi signal inside room on her laptop,","Reboot AP under the TV, and reboot laptop WIFI connection already connected ,but advised to use LAN cable on laptop for a better and stable connection.",,Internet connection restored and stable.,John Pacion,05:28:08 PM
09/20/15,BHOTEL,B515,Internet,9:15 am,9:20 am,Cris -FO BHOTEL reported guest encountered exceeded limit on mulitple device.,Logout existing login of Guest on Anltabs and advised Guest  password is good for 2 device only. ,,Guest was again reconnected.,John Pacion,05:31:40 PM
09/20/15,TBM TW,1126,Internet,3:30 pm ,3:40pm,Eman- GSC reported guest experienced limit exceeded,"Reset User access on Anltabs, advised guest thru GSC to refresh connection",,internet reconnected.,John Pacion,05:35:37 PM
09/21/15,TBM MW,1501,Internet,10:20pm,10:30pm,no wifi connection,Reset the wifi manually and after reset wifi working ok now,,Work already done,Rommel Sardoma,12:45:26 AM
09/22/15,TBM TW,1429,Internet,5:30pm,5:45pm,on/off wifi connection,"Install router at the room due to problematic existing router, test the wifi connection of the guest after installing new router",,Guest already satisfy,Rommel Sardoma,12:31:51 AM
09/22/15,TBM MW,1107,Internet,7:30pm,7:45pm,cant send and receive email on the outlook of the guest,Add the Mac Add of the guest laptop and after adding check the outlook of the guest and it was already start connecting to their outlook server,,Guest already Satisfy,Rommel Sardoma,12:33:36 AM
09/26/15,TBM MW,1002,Internet,10:20pm,10:35pm,cant browse internet,"check the guest iphone and found out connected at wifi but cant browse internet, reset the wifi manually but still the guest iphone cant browse internet, add the mac add of the guest iphone and internet browsing was ok",,Work done,Rommel Sardoma,12:30:16 AM
09/25/15,TBM TW,1625,Internet,9:30 am,9:45 am,Guest cannot acces internet on his laptop but his Cellphonewas okay,"Found out that Laptop has Trends Antivirus which prevents unknown network to connect for both WIFI and LAN, company laptop. guest said will try to ask their IT to fix his laptop. also tried putting mac  to Antlabs, still does not work.",,Guest said its okay!,John Pacion,07:17:30 PM
09/26/15,TBM TW,1004,Internet,09:30 am,09:45 am,"As reported by Guest to GSC, experience slow internet inside room","Rebooted actual router inside the room and advised guest to reconnect, guest device already have stable connection.",,internet stable.,John Pacion,07:37:41 PM
09/26/15,TBM MW,1003,Vingcard,11:15 am,11:20 am,Ms. Anne reported accesslock already lobat,"Replace Battery and cassette and check events for room number, correct room number retrieve.",,accesslock okay!,John Pacion,07:40:14 PM
09/26/15,TBM TW,1103,Internet,4:50 pm,5:00 pm ,Reported by GSC that guest experience slow internet status on tablet,"Rebooted Actual AP inside room and reconnected Guest, internet was enabled on device.",,internet was okay!,John Pacion,07:42:56 PM
09/26/15,TBM TW,1126,Telephone,02:50 pm,03:05 pm,Jessie -HSKPNG reported no dialtone on writing deskTelephone.,"Repunch telephone line at the back of the writing desk, test call to Kate-GSC was clear and stable.",,Telephone was enabled.,John Pacion,07:46:00 PM
09/26/15,TBM TW,1908,Vingcard,11:30 am,11:45 am,RM and FOS requested Event logs of Accessslock from 09/ 17-18. 2015,"Retireved and uploaded to Vingcard server, save PDF format and was sent to email to RM, DM,FOM, FOS, and MIS for reference.",,accesslock fucntional.,John Pacion,07:48:15 PM
09/27/15,TBM TW,1536,Internet,11am,11:10am,RA Eugene  call up to pullout Cisco AP located at living room area. Guest checkout,Pulledout Cisco AP (allocated for Manny chua) w/ patchord and power adapter. Returned patching on IDF from VLAN 3 to VLAN2. test was successful,,done,Mark Ruaya,06:52:04 PM
09/27/15,TBM TW,629,Internet,11:40am,11:55am,guest internet problem low signal.,foundout AP was hangup. Reset AP manually on guest room test internet inside the room via lan and wifi was ok. But upon checking on AP monitoring AP still down and could  not access. ,,done. Guest did not call again.,Mark Ruaya,06:59:52 PM
09/29/15,TBM MW,713,Internet,4:30pm,4:45pm,on/off wifi connection,"By mark r reset manually the wifi at the room but still same problem exist, install another router at writing desk and with mark R enable the backup lan connection, advice the guest to test again",,Guest wifi connection ok already,Rommel Sardoma,12:20:39 AM
09/29/15,TBM TW,1724,Internet,2:10pm,2:20pm,Lockset lobatt,replace the battery of the lockset and test using room key nad master key,,Lockset ok already,Rommel Sardoma,12:22:12 AM
09/29/15,TBM TW,1230,Internet,6:10pm,6:20pm,no wifi connection,"Reset the wifi manually, after reset advice the guest to off the wifi on her device and on it again, as per guest wifi connection ok now",,Work already done,Rommel Sardoma,12:23:37 AM
09/28/15,TBM MW,1703,Internet,11:45 am,12:00 pm,Guest reported that weak WIFI signal was received by their devices.,"Upon checking multiple Laptop were using WIFI on the same location, around (6)laptop +mobile phone were connected, reboot AP inside the room and advised guest to reconnect to high signal AP, internet was restored.",,advised to monitor connection due to multiple devices.,John Pacion,12:02:04 PM
09/30/15,TBM TW,1633,Internet,10:30 am,10:50 am,Assist Mr. Favius- reported with weak internet and intermittent connection ,"check wifi and reboot tplink routerand refresh connected guest laptop, added mac address on antlabs, already recieved stable streaming of Baseball game on  laptop connected to TV, also gave long Blue LAN cable log by Gazelle-FO",,internet stil stable.,John Pacion,09:29:40 PM
09/30/15,TBM TW,1936,Internet,04:00 pm,04:30 pm ,Sir Ryan advised of weak signal during ops meeting.,"Install Cisco Router on Living room with security and assisted by mark to connect on VLAN3 on IDF cabinet at 18 flr., tested connection on both TPLINK and CISCO is stable getting 13-17mbps on both upload & download.",,for follow up later on status.,John Pacion,09:40:04 PM
09/30/15,TBM TW,1425,Internet,07:30 pm ,07:40 pm,Guest requested for speakerphone for conference meeting later tonight,"Replace Teledex phone with Bittel Speaker phone, tested speakerphone was clear and loud. and log by Ms. love on opera",,"checkout is on Oct. 2, 2015",John Pacion,09:44:35 PM
10/03/15,TBM TW,1230,Internet,4:30pm,4:40pm,on and off wifi connection,"reset the wifi at monitoring pc but still low wifi connection as per, reset the wifi manually and test the wifi at the room, as per guest wifi was ok now",,Guest already satisfy,Rommel Sardoma,12:27:41 AM
10/03/15,TBM TW,1623,Vingcard,2:10pm,2:20pm,Lockset lobatt,Replace the battery of the lockset and test room and masterkey after reset,,lockset working now,Rommel Sardoma,12:28:47 AM
10/03/15,TBM TW,1227,Internet,2:30pm,2:40pm,Lockset lobatt,Replace the lockset battery and test on rm and master key,,Lockset ok now,Rommel Sardoma,12:30:15 AM
10/03/15,BHOTEL,502,Vingcard,1:10pm,1:30pm,Lockset lobatt,"replace the battery of the lockset but still not functioning, replace the MSR and reprogramthe lockset, test using rm and master key",,Lockset ok already,Rommel Sardoma,12:31:55 AM
10/03/15,TBM TW,1230,Internet,3:10pm,3:25pm,on and off wifi connection,"Install router at writing desk due to existing router was already problematic, advice guest to test the newly installed router, as per guest connection was already ok",,Guest Already Satisfy,Rommel Sardoma,11:51:53 PM
10/03/15,TBM TW,1633,Internet,6:38pm,6:50pm,no wifi connection,"Reset the wifi manually due to no wifi at the guest room as well as lan connection, after reset advice the guest to check the lan connection, as per guest internet working now",,work already done,Rommel Sardoma,11:53:54 PM
10/04/15,TBM TW,1736,Internet,2:04pm,2:15pm,guest internet problem could not connect using her Internet Access Code.,Orient guest on how to login using her Access Code. Guest successfully login to the internet.,,done,Mark Ruaya,07:45:24 PM
10/04/15,TBM TW,1736,Internet,10am,1015am,As requested by Guest on his previous stay due to Internet problem experienced. And as requested by Ms Lex.,Setup TPLINK AP w/ IP 100.0.100.204 located at TV Living Room Area. Test lan and wifi connection was ok. Guest will checkin at 3pm,,done. Aler on Opera by ms. Lex. Checkout 10072015.,Mark Ruaya,07:49:09 PM
10/04/15,TBM MW,916,Internet,9:30am,9:35am,guest internet connection experienced veryslow process.,Reset Guest AP via remote and logout his access code on antlabs.,,done. Guest did not call again.,Mark Ruaya,07:50:58 PM
10/05/15,TBM TW,530,Internet,4:30pm,4:37pm,cant connect at wifi,"Check the guest laptop and found connected at wifi but cant browse, check the internet settings of the guest laptop and found proxy server settings, advice the guest to remove the proxy settings, after remove internet browsing ok",,work already done,Rommel Sardoma,12:45:39 AM
10/06/15,TBM MW,1001,Internet,9:30pm,9:45pm,Internet assistance,Add the mac address of Mr. Ong girls phone due to as per Mr. Ong Her girl reset the phone,,Work already done,Rommel Sardoma,12:17:53 AM
10/05/15,TBM TW,1633,Others,09:30 am,09:45 am,HKSPNG RA reported AP near writing desk was exposed and guest has already checked -out,"Replace RJ45 on spliced LAN cable (backbone) and return AP beside Writing desk table, test connection to AP was successfull.internet is stable",,WIFI is ennabled inside room.,John Pacion,02:56:48 PM
10/03/15,TBM TW,1230,Internet,1:30 pm,1:40 pm,Guest reported slow internet inside her room,"rebooted WIFI AP and refresh WIFI connection on guest laptop, able to login to antlabs and internet  was already restored",,internet enabled,John Pacion,04:38:56 PM
10/03/15,TBM TW,1230,Internet,1:30 pm,1:40 pm,"Guest reported weak WIFI isgnal inside the room, upon checking monitoring PC  at MIS cannot remote access AP router.","Went to guest to reset AP router and assist guest to refresh connection to the internet, connection was restored and stable",,internet was restored.,John Pacion,05:32:21 PM
10/07/15,TBM MW,1502,Internet,3:38pm,3:48pm,cant login,"check the login page and found pfsense webpage, fix the connection at IDF and return at antlabs connection, disconnect the guest laptop at wifi and after connecting antlabs login page already appear",,guest already satisfy,Rommel Sardoma,12:17:45 AM
10/07/15,TBM MW,604,Internet,9:06pm,9:16pm,no wifi connection,"reset the wifi manually after reset advice the guest to connect again, guest wifi connection resume already",,Work already done,Rommel Sardoma,11:38:21 PM
10/09/15,TBM TW,734,Internet,8pm,8:05pm,Guest Internet problem want to reset the AP.,reset AP via remote access. done,,done. Geust did not call again.,Mark Ruaya,12:57:24 AM
10/09/15,TBM MW,1509,Internet,9pm,9:20pm,guest internet problem on his laptop could not connect to the internet via wireless,Foundout guest laptop could not release IP add on wireless. Connect to wired and successfully connected. Advised guest try to connect again tom via wifi.,,done. guest satisfied,Mark Ruaya,12:59:29 AM
10/09/15,TBM TW,722,Internet,10:30pm,10:45pm,Guest internet connection problem.,Guest AP hangup. reset AP manually on his room. Test interent connection via wired and wifi ok.,,done,Mark Ruaya,01:00:31 AM
10/10/15,TBM TW,625,Internet,09:30 am ,09:40 am,Guest reported weak wifi signal inside room.,"Rebooted WIFI and advised guest to refresh their connection after a few minutes, already reflected 4 users connected to AP after reboot.",,internet restored.,John Pacion,06:39:58 PM
10/05/15,TBM MW,1502,Internet,2:00 pm,2:10 pm,Guest reported weak WIFI signal since she arrive this morning around 1AM.,Rebooted AP underneath LED TV and advised guest ro refresh her connection to WIFI from her Cellphone and connection wa already stable.,,internet is stable.,John Pacion,03:02:01 PM
10/10/15,TBM TW,1421,Internet,02:30 pm,02:45 pm,Ms. Carol of Sales reported cannot connect to wifi inside the living room. obtaining IP,"upon checking there was Old Linksys AP at the back of the living room TV,without  LAN connection, pullout OLD AP (black Linksys) and test internet was already restored on all Devices.",,internet was stable and strong.,John Pacion,06:52:03 PM
10/11/15,TBM TW,1421,Internet,9:30am,9:45am,Guest want to connect her laptop to TV via HDMI cable.,Assist guest connect her laptop to TV at living room area via HDMI.,,done,Mark Ruaya,08:36:40 PM
10/11/15,TBM TW,734,Vingcard,11:00am,11:15am,RA reported vingcard access lock low batt indicate.,Replaced batt and cassette and reprogrammed the access lock. Test was successful using my Key,,done,Mark Ruaya,08:40:04 PM
10/11/15,TBM TW,1725,Internet,1:50pm,2pm,Ms Lex calledup to setup AP when guest can see the AP due to previous complain internet problem.,"Setup AP on guest writing desk, used guest room AP. ",,later tonight Rommel returned the AP to the original location at the back of the Tv,Mark Ruaya,08:49:19 PM
10/12/15,BHOTEL,502,Vingcard,4:10pm,4:30pm,Lockset no response,"replace the MSR and reader module and reprogram the lockset, test using room key, eng master key and RA master, lockset ok",,Work already done,Rommel Sardoma,12:45:03 AM
10/12/15,BHOTEL,612,Internet,11:05pm,11:25pm,on/off wifi connection,"Reset the wifi manually on the hallway but still nothing happen wifi on/off, install tplink router atr wd and connect the devices of the, internet ok already",,Work already done,Rommel Sardoma,12:48:30 AM
10/13/15,TBM TW,1735,Internet,6pm,6:20pm,Guest want assistance to connect his mac book via lan,Assist guest on how to connection his mac book to tplink lan. Guest successfully login using room access code.,,done,Mark Ruaya,09:28:00 PM
10/14/15,TBM MW,1106,Internet,9:44pm,10:02pm,no login page,"Reset the wifi manually but still low signal, turn off the wifi at the room and install tplink router at writing desk 100.0.100.206, advice the guest to check the internet connection and as per the guest wifi ok already",,Guest Already Satisfy,Rommel Sardoma,12:06:05 AM
10/14/15,TBM TW,1232,Internet,11:30 am,11:45 am,Guest reported weak signal on WIFI inside the room,Rebooted AP inside room and refreshed guest device was successfully connected.,,internet enabaled.,John Pacion,06:36:15 PM
10/17/15,TBM MW,1910,Internet,9:20pm,9:33pm,slow wifi,"reset the wifi manually due to it cant access at wifi monitoring, advice the guest to check again",,Guest wifi ok ,Rommel Sardoma,12:30:23 AM
10/17/15,TBM MW,711,Internet,11:10pm,111:20pm,no login page,reset the wifi manually and after reset wifi was ok and assist the guest in login at bellevue login page,,Guest Already Satisfy,Rommel Sardoma,12:31:41 AM
10/17/15,TBM TW,1725,Internet,11:35pm,11:50pm,no login page,"Install additional router due to existing router malfunction already, advice the guest to check the wifi again after installing the wifi, as per guest login page appear already",,Work done,Rommel Sardoma,12:33:12 AM
10/18/15,TBM TW,734,Internet,10;20am,10:25am,Guest want to restart the AP due to low signal.,Reset AP via remote access. Advised guest thru GSC.,,done,Mark Ruaya,07:11:19 PM
10/18/15,TBM MW,1105,Telephone,11:30am,11:45am,Guest request to restart the AP due to slow internet connection.,Reset AP via remote Access.,,done. Guest did not call again.,Mark Ruaya,07:13:07 PM
10/18/15,TBM MW,1416,Telephone,2:30pm,2:45pm,Guest tel at bed side no dial tone.,Switch the button from line 1 to line 2 and the dial tone restored. tested by guest,,done.,Mark Ruaya,07:15:30 PM
10/18/15,TBM MW,705,Internet,5pm,5:05pm,Guest experienced slow internet connection,Reset AP via remote access. ,,done. Guest did not call again.,Mark Ruaya,07:17:05 PM
10/18/15,TBM TW,1526,Vingcard,4:50pm,5:10pm,Room was checkout. But the room was double lock and the door latch is On.,Open the door using Open Lock via Ipaq. Engineering did the rest door latch problem,,done,Mark Ruaya,07:20:29 PM
10/24/15,BHOTEL,1001,Vingcard,04:50 pm,05:15 pm,A reported by Boy-Engg BHOTEL access lock on B1001 already indicated lobat,"Replace battery on lockset and repogrammed according to room number,tested ok",,access lock functional.,John Pacion,07:40:59 PM
10/25/15,TBM MW,612,Internet,1:30pm,2pm,Guest already checkout. Pending new Cisco for activation,Troubleshoot link at writing desk. Test AP lan and Wifi connection ok. new Cisco AP count 64 units.,,done,Mark Ruaya,05:59:37 PM
10/25/15,TBM MW,1734,Internet,10am,10:20am,Guest internet problem,Guest confused if his phone already connected to bellevue wifi or on his data connection. Guest already login using the room access code. disabled data connection on his phone.,,done,Mark Ruaya,06:15:03 PM
10/25/15,TBM MW,1011,Telephone,11am,11:10am,RA reported access lock indicated low batt,Replaced batt and cassette. Test using my key ok.,,done,Mark Ruaya,06:20:45 PM
11/25/15,TBM MW,610,Internet,12:30am,12:45am,internet assistance,Assist the 2 guest in connecting their phone at wifi and in browsing internet,,Guest ok now,Rommel Sardoma,01:40:19 AM
11/25/15,TBM MW,612,Internet,9:41pm,9:56pm,Internet Assistance,Assist the guest on how to connect his phone on wifi and how to go to the login page,,Guest already satisfy,Rommel Sardoma,11:38:26 PM
11/27/15,TBM TW,936,Internet,8pm,8:10pm,VIP Guest requested more bandwidth as per FO Glazel,Created rm936/rm936 plan 4mbps gave by Gazel. Guest still at the smoking area.,,No received feedback from guest.,Mark Ruaya,12:35:55 AM
11/28/15,TBM MW,1511,Internet,10:40pm,10:50pm,on/off wifi connection,"upon checking the guest connecting to the old SSID named belleveu, advice the guest to connect at wifi using the new BELLEVUE  ssid, after connecting guest phone wifi connection stable",,Guest already satisfy,Rommel Sardoma,01:17:35 AM
11/28/15,TBM TW,1131,Internet,10:10pm,10:15pm,no wifi connection,"upon checking of the guest device found out that the guest was not yet connected at wifi but doing already an internet browsing, advice the guest to connect first to wifi and after doing it guest already ok in browsing ",,work already done,Rommel Sardoma,01:19:23 AM
11/28/15,TBM MW,1809,Internet,12:25am,12:35am,no login page,"upon checking guest device connected at wifi but cant browse, advice the guest to restart his phone and after restart guest phone ok no forinternet browsing",,Guest already satisfy,Rommel Sardoma,01:21:13 AM
11/30/15,TBM TW,922,Internet,10:30am,10:45am,Supvr Allan L. Vingcard Access Lock low batt,Replaced batt w/ re programming. Test using Allan Key was successful.,,done,Mark Ruaya,08:43:56 AM
12/01/15,TBM MW,1401,Internet,6:42pm,6:52pm,cant browse internet,advice the guest to restart the laptop and after restart wifi connected and internet can browse already,,work done,Rommel Sardoma,12:35:00 AM
12/02/15,TBM TW,934,Internet,8:25pm,8:40pm,cant connect at wifi,Restart the wifi and upon restarting guest wifi connection has been ok,,Guest already satisfy,Rommel Sardoma,01:22:17 AM
12/02/15,TBM MW,1811,Internet,9:30pm,9:40pm,cant browse internet,"Assist the guest on how to connect at wifi and how to login at bellevue webpage, guest wifi connection was ok",,work done,Rommel Sardoma,01:23:53 AM
12/02/15,TBM TW,832,Internet,9:30pm,9:35pm,120115. Guest reported wifi connection obtaining IP add both laptop and phone,Foundout on guest AP lan was able to connect to the internet.Upon checking on WLC AP for 832 FlexConnect Vlan Support not tick. Tick and apply to enable wireless w/ internet connection.,,Guest now connected to the internet. To be reported to TTI Vince,Mark Ruaya,09:18:48 AM
12/02/15,TBM MW,1107,Internet,04:15 pm,04:25 pm,guest reported that WIFI connection is intermittent.,"Upon checking on guest mobile phone he was connected to Tplink aP on next room,advised to Connect to SSID:BELLEVUE for Cisco AP, connection on his phone was laready stable.",,internet was enabled on guest device.,John Pacion,08:25:11 PM
12/02/15,TBM TW,1433,Internet,11am,10:10pm,"Reported by Rommel last night, AP not detected on WLC","Foundout AP wornt power ON. Test pairing ok using test all four and Vlan 2 connection was ok. Used Writing table as Data and Writing Dest Data as tel line, cable pulled at IDF 15th to TTC of 14th flr EEroom. ",,Successful AP now UP but still under observation.,Mark Ruaya,10:33:18 PM
12/02/15,TBM MW,1014,Telephone,8:15pm,8:35pm,Static noise on the telephone,"Upon isolation the problem was on the line from the TTC going to room, found out shorted line, replace phone pairing from green white green to brown white brown, test the telephone and it was already clear",,Guest Already Satisfy,Rommel Sardoma,11:57:14 PM
12/02/15,TBM MW,805,Internet,8:35pm,8:40pm,sharing Limit Exceeded,"Remove the sharing Limit on the antlabs, advice GSC to call the guest and to connect after 5 minutes",,Work already done,Rommel Sardoma,11:58:40 PM
12/03/15,TBM MW,1811,Internet,8:50 am,9:00 am,Japanese guest cannot connect to LAN network thru Cisco AP as reported by GSC,"FOund out that Guest company laptop has MCafee AV preventing connection thru LAN, suggest  to connect using WIFI, internet was enabled thru WIFI, VPN connection was success ,email thru outlook was received,explained to guest regarding AV blocking on LAN",,internet was enable thru wifi,John Pacion,07:48:42 PM
12/03/15,TBM TW,725,Vingcard,4:00 pm,4:10 pm,"Jessie-HSKPNG reported door accesslock is lobat, arrival guest","Replaced Battery and Cassette, and test RFID card of Jessie was successful,",, accesslock functional,John Pacion,07:50:01 PM
12/04/15,TBM TW,930,Internet,2pm,2:15pm,120215. Guest interne problem wifi connection obtaining IP Address only.,120215. TTI enabled FlexConnect Vlan Support on room 930 AP advance setting on WLC. Test ok,,done,Mark Ruaya,12:21:49 AM
12/04/15,TBM MW,1014,Internet,10:35 am,10:45 am,"2nd Guest cannot connect phone to WIFI, 1st Guest device was successful.","Upon checking to Guest, guest had rebooted her device and connection was enabled on WIFI, no assistance needed. internet was already ok!",,internet was enbled on both devices.,John Pacion,08:29:42 PM
12/04/15,TBM MW,1706,Internet,8:10 pm,8:20 pm,Guest informed GSC that WIFI is weak inside guest room,"Rebooted TPLINK AP using monitoring PC at MIS and Advised GSC to call up guest if internet is already enabled on their devices, to be follow up by rommel later tonight.",,for follow up!,John Pacion,08:33:17 PM
12/05/15,TBM MW,1706,Internet,8:36pm,8:50pm,one device cant connect at internet,"guest iphone found connected at wifi but when inputting username no keypad appear on his iphone, add the mac address of the guest iphone at antlabs, after adding check the guest iphone and it was already ok",,Work already done,Rommel Sardoma,12:25:26 AM
12/05/15,TBM MW,805,Vingcard,11:30pm,11:40pm,lockset lobatt,Replace the lockset battery and test using room key and master key after replace,,Work already done,Rommel Sardoma,12:26:38 AM
